request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 17468 ZAR; required buffer: 19900 ZAR; minimum projected balance before purchase: 42067.21 ZAR; uncertainty records tracked: 0.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 49918 ZAR; required buffer: 45900 ZAR; minimum projected balance before purchase: 96278.73 ZAR; uncertainty records tracked: 0.
request_245,36239.8,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 36239.8 INR; required buffer: 94600 INR; minimum projected balance before purchase: 130839.8 INR; uncertainty records tracked: 0.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 64086 ZAR; required buffer: 39300 ZAR; minimum projected balance before purchase: 188118.57 ZAR; uncertainty records tracked: 0.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 1059.3 EUR; required buffer: 1300 EUR; minimum projected balance before purchase: 2496.3 EUR; uncertainty records tracked: 0.
request_248,901.26,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 901.26 USD; required buffer: 1300 USD; minimum projected balance before purchase: 2201.26 USD; uncertainty records tracked: 0.
request_249,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 USD; required buffer: 600 USD; minimum projected balance before purchase: 110.02 USD; uncertainty records tracked: 0.
request_250,17762.28,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 17762.28 ZAR; required buffer: 35300 ZAR; minimum projected balance before purchase: 53062.28 ZAR; uncertainty records tracked: 0.
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 1513.6 EUR; required buffer: 1300 EUR; minimum projected balance before purchase: 3851.1 EUR; uncertainty records tracked: 0.
request_252,3709402.64,affordable_later,wait,2026-09-14:28082000,2026-09-14,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 3709402.64 IDR; required buffer: 15152200 IDR; minimum projected balance before purchase: 18861602.64 IDR; uncertainty records tracked: 0.
request_253,885.48,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 885.48 EUR; required buffer: 2300 EUR; minimum projected balance before purchase: 3185.48 EUR; uncertainty records tracked: 0.
request_254,734.54,affordable_later,wait,2025-10-14:3535.2,2025-10-14,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 734.54 USD; required buffer: 2500 USD; minimum projected balance before purchase: 3234.54 USD; uncertainty records tracked: 0.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 3345000 IDR; required buffer: 9813900 IDR; minimum projected balance before purchase: 33651951.78 IDR; uncertainty records tracked: 0.
request_256,141181.52,not_affordable,not_recommended,none,2024-08-14,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 141181.52 INR; required buffer: 168600 INR; minimum projected balance before purchase: 309781.52 INR; uncertainty records tracked: 0.
request_257,317.48,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 317.48 USD; required buffer: 1600 USD; minimum projected balance before purchase: 1917.48 USD; uncertainty records tracked: 0.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 1113.6 USD; required buffer: 500 USD; minimum projected balance before purchase: 2383.02 USD; uncertainty records tracked: 0.
request_259,355.03,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 355.03 EUR; required buffer: 600 EUR; minimum projected balance before purchase: 955.03 EUR; uncertainty records tracked: 0.
request_260,6456362.97,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 6456362.97 IDR; required buffer: 20727700 IDR; minimum projected balance before purchase: 27184062.97 IDR; uncertainty records tracked: 0.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 1830.4 EUR; required buffer: 1500 EUR; minimum projected balance before purchase: 3750.01 EUR; uncertainty records tracked: 0.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 9236000 IDR; required buffer: 31018500 IDR; minimum projected balance before purchase: 60766958.64 IDR; uncertainty records tracked: 0.
request_263,1098.14,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 1098.14 ZAR; required buffer: 24100 ZAR; minimum projected balance before purchase: 25198.14 ZAR; uncertainty records tracked: 0.
request_264,9900.28,affordable_later,wait,2026-06-14:111300,2026-06-14,none,wait selected. Selected wait because it is the only verified valid plan. Safe to pay now: 9900.28 INR; required buffer: 59500 INR; minimum projected balance before purchase: 69400.28 INR; uncertainty records tracked: 0.
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 45970 INR; required buffer: 189700 INR; minimum projected balance before purchase: 746039.57 INR; uncertainty records tracked: 0.
request_266,935,not_affordable,not_recommended,none,2025-08-03,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 935 EUR; required buffer: 900 EUR; minimum projected balance before purchase: 1843.6 EUR; uncertainty records tracked: 0.
request_267,1120.13,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 1120.13 EUR; required buffer: 1500 EUR; minimum projected balance before purchase: 2620.13 EUR; uncertainty records tracked: 0.
request_268,989.62,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-08-14,none,installments selected. Selected installments because it is the only verified valid plan. Safe to pay now: 989.62 EUR; required buffer: 1400 EUR; minimum projected balance before purchase: 2389.62 EUR; uncertainty records tracked: 0.
request_269,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 ZAR; required buffer: 23100 ZAR; minimum projected balance before purchase: -83778.65 ZAR; uncertainty records tracked: 0.
request_270,146.91,not_affordable,not_recommended,none,2026-08-15,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 146.91 USD; required buffer: 1400 USD; minimum projected balance before purchase: 1546.91 USD; uncertainty records tracked: 0.
request_271,0,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 0 INR; required buffer: 58200 INR; minimum projected balance before purchase: 41643.61 INR; uncertainty records tracked: 0.
request_272,6064232.55,not_affordable,not_recommended,none,2025-03-17,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 6064232.55 IDR; required buffer: 7508600 IDR; minimum projected balance before purchase: 13572832.55 IDR; uncertainty records tracked: 0.
request_273,6927997.18,affordable_with_plan,partial_payment,2026-04-07:6927997.18|2026-05-15:8933002.82,2026-05-15,none,partial_payment selected. Selected partial_payment over installments by total cost: 15861000.00 ranked ahead of 16495440. Safe to pay now: 6927997.18 IDR; required buffer: 18774600 IDR; minimum projected balance before purchase: 25702597.18 IDR; uncertainty records tracked: 0.
request_274,1475.94,not_affordable,not_recommended,none,,none,not_recommended selected. Selected not_recommended because it is the only verified valid plan. Safe to pay now: 1475.94 EUR; required buffer: 1800 EUR; minimum projected balance before purchase: 3275.94 EUR; uncertainty records tracked: 0.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,full_payment selected. Selected full_payment because it is the only verified valid plan. Safe to pay now: 15884000 IDR; required buffer: 12760100 IDR; minimum projected balance before purchase: 30832809.93 IDR; uncertainty records tracked: 1.
